order_item_id,order_id,product_id,quantity,unit_price,line_total
107,1973,47,2,542.83,1085.66
108,1579,31,4,281.84,1127.36
109,211,33,5,278.99,1394.95
110,146,45,1,943.3,943.3
111,1116,26,1,746.21,746.21
112,1417,40,2,71.63,143.26
113,649,48,1,801.86,801.86
114,1167,46,4,755.93,3023.72
115,1256,45,5,943.3,4716.5
116,1488,48,3,801.86,2405.58
117,845,16,5,780.63,3903.15
118,713,44,5,386.57,1932.85
119,74,3,5,662.25,3311.25
120,60,29,2,768.15,1536.3
121,1054,44,5,386.57,1932.85
122,424,15,2,893.72,1787.44
123,875,5,3,341.83,1025.49
124,1977,9,5,984.09,4920.45
125,1222,23,1,616.52,616.52
126,1968,28,4,841.45,3365.8
127,1796,25,2,451.44,902.88
128,320,24,1,432.46,432.46
129,1621,22,2,599.49,1198.98
130,769,35,1,146.98,146.98
131,1921,19,3,256.7,770.1
132,795,31,3,281.84,845.52
133,1739,17,2,184.12,368.24
134,740,1,5,678.86,3394.3
135,298,26,2,746.21,1492.42
136,932,20,5,461.89,2309.45
137,1648,3,4,662.25,2649.0
138,40,40,4,71.63,286.52
139,1931,4,3,520.29,1560.87
140,1784,1,5,678.86,3394.3
141,840,30,3,489.74,1469.22
142,146,20,3,461.89,1385.67
143,548,7,1,808.49,808.49
144,694,23,2,616.52,1233.04
145,1973,26,3,746.21,2238.63
146,873,1,1,678.86,678.86
147,804,28,4,841.45,3365.8
148,751,13,1,499.42,499.42
149,1075,34,5,894.09,4470.45
150,1398,10,4,851.23,3404.92
151,221,8,4,34.17,136.68
152,432,1,2,678.86,1357.72
153,1712,50,3,441.47,1324.41
154,666,15,4,893.72,3574.88
155,12,26,3,746.21,2238.63
156,16,20,3,461.89,1385.67
157,1575,28,2,841.45,1682.9
158,866,35,3,146.98,440.94
159,38,7,4,808.49,3233.96
160,826,43,4,858.15,3432.6
161,1541,11,2,460.85,921.7
162,916,23,4,616.52,2466.08
163,1444,1,3,678.86,2036.58
164,1053,46,2,755.93,1511.86
165,820,8,2,34.17,68.34
166,586,19,1,256.7,256.7
167,1254,9,4,984.09,3936.36
168,455,27,3,455.56,1366.68
169,927,3,2,662.25,1324.5
170,1831,43,2,858.15,1716.3
171,382,31,3,281.84,845.52
172,901,8,4,34.17,136.68
173,567,32,5,716.4,3582.0
174,270,32,2,716.4,1432.8
175,1912,21,4,670.89,2683.56
176,1964,33,4,278.99,1115.96
177,1467,9,1,984.09,984.09
178,1760,7,1,808.49,808.49
179,510,9,2,984.09,1968.18
180,471,23,5,616.52,3082.6
181,1810,1,2,678.86,1357.72
182,278,4,3,520.29,1560.87
183,1759,28,5,841.45,4207.25
184,528,48,1,801.86,801.86
185,269,28,4,841.45,3365.8
186,851,19,3,256.7,770.1
187,540,32,1,716.4,716.4
188,1586,49,4,493.34,1973.36
189,1948,16,5,780.63,3903.15
190,1351,10,5,851.23,4256.15
191,1112,12,2,202.48,404.96
192,947,18,1,469.89,469.89
193,691,17,2,184.12,368.24
194,1573,43,4,858.15,3432.6
195,1517,13,4,499.42,1997.68
196,1684,46,1,755.93,755.93
197,1599,45,5,943.3,4716.5
198,210,40,2,71.63,143.26
199,347,13,5,499.42,2497.1
200,1956,41,2,395.57,791.14
201,1181,15,1,893.72,893.72
202,207,9,4,984.09,3936.36
203,10,3,3,662.25,1986.75
204,464,13,2,499.42,998.84
205,116,28,1,841.45,841.45
206,1993,40,2,71.63,143.26
207,16,6,1,676.06,676.06
208,700,25,4,451.44,1805.76
209,1437,34,3,894.09,2682.27
210,323,45,2,943.3,1886.6
211,840,15,3,893.72,2681.16
212,1778,28,4,841.45,3365.8
213,419,4,5,520.29,2601.45
214,439,28,1,841.45,841.45
215,237,20,1,461.89,461.89
216,1611,18,3,469.89,1409.67
217,1327,18,3,469.89,1409.67
218,1359,46,4,755.93,3023.72
219,749,16,3,780.63,2341.89
220,1136,4,2,520.29,1040.58
221,1768,3,1,662.25,662.25
222,929,4,3,520.29,1560.87
223,451,14,3,156.09,468.27
224,625,31,3,281.84,845.52
225,18,39,1,547.18,547.18
226,35,28,2,841.45,1682.9
227,313,17,4,184.12,736.48
228,1510,24,3,432.46,1297.38
229,974,20,1,461.89,461.89
230,20,7,1,808.49,808.49
231,1229,44,5,386.57,1932.85
232,171,50,2,441.47,882.94
233,1759,22,3,599.49,1798.47
234,1977,48,3,801.86,2405.58
235,810,48,5,801.86,4009.3
236,1316,34,5,894.09,4470.45
237,834,24,2,432.46,864.92
238,786,42,3,946.59,2839.77
239,1502,14,5,156.09,780.45
240,1644,25,1,451.44,451.44
241,892,7,2,808.49,1616.98
242,665,41,5,395.57,1977.85
243,277,8,1,34.17,34.17
244,324,38,2,420.71,841.42
245,1922,13,4,499.42,1997.68
246,510,7,1,808.49,808.49
247,1128,35,5,146.98,734.9
248,23,22,3,599.49,1798.47
249,9,47,4,542.83,2171.32
250,1590,49,2,493.34,986.68
251,1056,35,2,146.98,293.96
252,323,3,2,662.25,1324.5
253,1526,13,4,499.42,1997.68
254,813,36,3,389.19,1167.57
255,1800,49,5,493.34,2466.7
256,1849,23,3,616.52,1849.56
257,1635,29,1,768.15,768.15
258,263,28,1,841.45,841.45
259,198,31,4,281.84,1127.36
260,134,34,5,894.09,4470.45
261,1491,2,2,478.44,956.88
262,474,39,3,547.18,1641.54
263,1178,45,2,943.3,1886.6
264,549,19,1,256.7,256.7
265,1822,37,1,709.34,709.34
266,1963,45,2,943.3,1886.6
267,1395,48,4,801.86,3207.44
268,1611,32,5,716.4,3582.0
269,1644,33,1,278.99,278.99
270,999,11,4,460.85,1843.4
271,1143,49,5,493.34,2466.7
272,428,25,5,451.44,2257.2
273,303,50,4,441.47,1765.88
274,1433,26,5,746.21,3731.05
275,1639,18,2,469.89,939.78
276,1478,12,1,202.48,202.48
277,908,11,5,460.85,2304.25
278,1693,14,5,156.09,780.45
279,1327,45,1,943.3,943.3
280,1583,33,4,278.99,1115.96
281,1024,33,5,278.99,1394.95
282,1602,17,3,184.12,552.36
283,1689,15,3,893.72,2681.16
284,1190,46,3,755.93,2267.79
285,1799,36,1,389.19,389.19
286,1698,11,2,460.85,921.7
287,37,3,5,662.25,3311.25
288,1590,16,3,780.63,2341.89
289,1887,3,2,662.25,1324.5
290,523,18,2,469.89,939.78
291,34,18,1,469.89,469.89
292,69,42,2,946.59,1893.18
293,1584,14,5,156.09,780.45
294,337,8,1,34.17,34.17
295,1042,42,3,946.59,2839.77
296,360,41,5,395.57,1977.85
297,63,24,3,432.46,1297.38
298,1494,6,5,676.06,3380.3
299,1574,17,2,184.12,368.24
300,206,27,5,455.56,2277.8
301,222,19,3,256.7,770.1
302,1513,4,1,520.29,520.29
303,1857,23,2,616.52,1233.04
304,170,47,3,542.83,1628.49
305,1241,12,3,202.48,607.44
306,1008,2,5,478.44,2392.2
307,1832,43,5,858.15,4290.75
308,1672,7,4,808.49,3233.96
309,1832,42,3,946.59,2839.77
310,1344,41,5,395.57,1977.85
311,1468,36,2,389.19,778.38
312,927,29,2,768.15,1536.3
313,190,21,3,670.89,2012.67
314,827,14,5,156.09,780.45
315,220,41,4,395.57,1582.28
316,959,10,4,851.23,3404.92
317,37,15,4,893.72,3574.88
318,265,24,2,432.46,864.92
319,709,31,1,281.84,281.84
320,988,32,2,716.4,1432.8
321,1791,30,2,489.74,979.48
322,292,12,2,202.48,404.96
323,923,37,4,709.34,2837.36
324,1395,47,2,542.83,1085.66
325,657,42,3,946.59,2839.77
326,1223,2,3,478.44,1435.32
327,1579,11,2,460.85,921.7
328,107,26,5,746.21,3731.05
329,383,13,1,499.42,499.42
330,1671,10,1,851.23,851.23
331,1727,28,2,841.45,1682.9
332,32,30,4,489.74,1958.96
333,1478,7,5,808.49,4042.45
334,745,9,1,984.09,984.09
335,854,39,1,547.18,547.18
336,1311,25,4,451.44,1805.76
337,1949,2,1,478.44,478.44
338,207,1,1,678.86,678.86
339,1387,9,2,984.09,1968.18
340,1822,50,1,441.47,441.47
341,1073,18,2,469.89,939.78
342,142,41,5,395.57,1977.85
343,496,1,1,678.86,678.86
344,971,7,5,808.49,4042.45
345,44,48,3,801.86,2405.58
346,66,46,1,755.93,755.93
347,760,13,2,499.42,998.84
348,1723,31,5,281.84,1409.2
349,1253,29,2,768.15,1536.3
350,707,20,3,461.89,1385.67
351,320,31,2,281.84,563.68
352,1532,16,1,780.63,780.63
353,1126,35,3,146.98,440.94
354,999,41,5,395.57,1977.85
355,1357,8,1,34.17,34.17
356,1131,3,1,662.25,662.25
357,748,35,3,146.98,440.94
358,323,7,5,808.49,4042.45
359,737,27,2,455.56,911.12
360,371,1,2,678.86,1357.72
361,1588,2,2,478.44,956.88
362,858,28,4,841.45,3365.8
363,957,10,3,851.23,2553.69
364,1817,42,3,946.59,2839.77
365,1641,15,4,893.72,3574.88
366,1474,44,1,386.57,386.57
367,1710,32,2,716.4,1432.8
368,1404,8,2,34.17,68.34
369,646,7,3,808.49,2425.47
370,1152,23,1,616.52,616.52
371,541,40,3,71.63,214.89
372,1099,8,3,34.17,102.51
373,1406,6,1,676.06,676.06
374,1460,39,2,547.18,1094.36
375,275,12,4,202.48,809.92
376,1724,34,3,894.09,2682.27
377,1021,39,2,547.18,1094.36
378,336,44,4,386.57,1546.28
379,756,10,3,851.23,2553.69
380,849,40,3,71.63,214.89
381,1308,23,1,616.52,616.52
382,1834,18,4,469.89,1879.56
383,1505,43,3,858.15,2574.45
384,701,17,1,184.12,184.12
385,1,1,2,678.86,1357.72
386,1644,50,2,441.47,882.94
387,1763,21,2,670.89,1341.78
388,712,25,4,451.44,1805.76
389,705,47,4,542.83,2171.32
390,646,5,1,341.83,341.83
391,943,37,4,709.34,2837.36
392,1476,47,3,542.83,1628.49
393,786,10,1,851.23,851.23
394,566,21,2,670.89,1341.78
395,1194,12,4,202.48,809.92
396,1200,23,3,616.52,1849.56
397,1986,32,4,716.4,2865.6
398,1638,31,4,281.84,1127.36
399,778,39,3,547.18,1641.54
400,1606,9,2,984.09,1968.18
401,680,25,4,451.44,1805.76
402,1329,36,4,389.19,1556.76
403,386,35,5,146.98,734.9
404,1700,32,5,716.4,3582.0
405,376,35,2,146.98,293.96
406,1270,25,1,451.44,451.44
407,1345,38,4,420.71,1682.84
408,1582,34,5,894.09,4470.45
409,619,50,2,441.47,882.94
410,273,45,1,943.3,943.3
411,1126,16,3,780.63,2341.89
412,271,1,2,678.86,1357.72
413,1102,2,3,478.44,1435.32
414,827,36,4,389.19,1556.76
415,1823,9,1,984.09,984.09
416,750,4,3,520.29,1560.87
417,1572,24,2,432.46,864.92
418,1392,19,4,256.7,1026.8
419,220,10,5,851.23,4256.15
420,42,27,2,455.56,911.12
421,1800,14,2,156.09,312.18
422,1403,4,2,520.29,1040.58
423,1170,8,2,34.17,68.34
424,218,25,1,451.44,451.44
425,1169,45,4,943.3,3773.2
426,1125,24,1,432.46,432.46
427,1519,45,1,943.3,943.3
428,752,43,5,858.15,4290.75
429,1488,5,4,341.83,1367.32
430,1675,39,2,547.18,1094.36
431,1370,2,2,478.44,956.88
432,480,24,2,432.46,864.92
433,1146,6,2,676.06,1352.12
434,605,5,1,341.83,341.83
435,1464,37,4,709.34,2837.36
436,776,10,2,851.23,1702.46
437,77,31,2,281.84,563.68
438,1009,48,5,801.86,4009.3
439,1812,45,3,943.3,2829.9
440,1004,31,4,281.84,1127.36
441,481,47,3,542.83,1628.49
442,1208,29,1,768.15,768.15
443,1675,19,1,256.7,256.7
444,1503,10,1,851.23,851.23
445,493,42,1,946.59,946.59
446,90,39,2,547.18,1094.36
447,1840,33,2,278.99,557.98
448,1745,1,4,678.86,2715.44
449,362,28,4,841.45,3365.8
450,1797,36,3,389.19,1167.57
451,1075,37,5,709.34,3546.7
452,1778,20,2,461.89,923.78
453,1026,28,2,841.45,1682.9
454,1405,18,1,469.89,469.89
455,790,34,4,894.09,3576.36
456,390,9,2,984.09,1968.18
457,1435,26,5,746.21,3731.05
458,654,4,2,520.29,1040.58
459,1267,26,2,746.21,1492.42
460,239,48,5,801.86,4009.3
461,1351,39,1,547.18,547.18
462,735,45,4,943.3,3773.2
463,1038,31,3,281.84,845.52
464,1957,42,4,946.59,3786.36
465,1808,25,2,451.44,902.88
466,1570,4,3,520.29,1560.87
467,959,42,4,946.59,3786.36
468,837,13,3,499.42,1498.26
469,179,7,1,808.49,808.49
470,143,5,3,341.83,1025.49
471,603,39,3,547.18,1641.54
472,1061,2,2,478.44,956.88
473,1128,19,2,256.7,513.4
474,1803,35,1,146.98,146.98
475,543,5,2,341.83,683.66
476,997,39,1,547.18,547.18
477,1359,49,3,493.34,1480.02
478,309,13,5,499.42,2497.1
479,1127,13,1,499.42,499.42
480,1276,16,3,780.63,2341.89
481,1209,6,5,676.06,3380.3
482,243,37,1,709.34,709.34
483,1412,37,4,709.34,2837.36
484,1424,3,1,662.25,662.25
485,510,21,1,670.89,670.89
486,1047,20,1,461.89,461.89
487,37,23,3,616.52,1849.56
488,950,26,5,746.21,3731.05
489,86,13,3,499.42,1498.26
490,74,49,4,493.34,1973.36
491,1945,47,3,542.83,1628.49
492,1917,9,1,984.09,984.09
493,89,22,4,599.49,2397.96
494,150,48,5,801.86,4009.3
495,1718,7,5,808.49,4042.45
496,525,50,2,441.47,882.94
497,323,2,5,478.44,2392.2
498,375,25,4,451.44,1805.76
499,1504,38,1,420.71,420.71
500,839,19,2,256.7,513.4
501,864,10,4,851.23,3404.92
502,1943,6,1,676.06,676.06
503,374,46,2,755.93,1511.86
504,760,14,2,156.09,312.18
505,233,50,2,441.47,882.94
506,973,33,5,278.99,1394.95
507,1519,47,5,542.83,2714.15
508,385,42,5,946.59,4732.95
509,945,50,3,441.47,1324.41
510,1047,29,2,768.15,1536.3
511,69,22,3,599.49,1798.47
512,705,24,5,432.46,2162.3
513,1587,28,1,841.45,841.45
514,1716,46,4,755.93,3023.72
515,22,16,2,780.63,1561.26
516,1548,40,5,71.63,358.15
517,1335,5,2,341.83,683.66
518,1307,37,4,709.34,2837.36
519,465,7,1,808.49,808.49
520,1735,10,3,851.23,2553.69
521,475,36,1,389.19,389.19
522,390,32,1,716.4,716.4
523,78,30,3,489.74,1469.22
524,107,11,3,460.85,1382.55
525,1823,11,1,460.85,460.85
526,308,18,5,469.89,2349.45
527,1606,24,3,432.46,1297.38
528,967,6,1,676.06,676.06
529,275,12,4,202.48,809.92
530,853,17,4,184.12,736.48
531,1625,17,4,184.12,736.48
532,744,42,2,946.59,1893.18
533,455,8,5,34.17,170.85
534,878,32,1,716.4,716.4
535,552,24,3,432.46,1297.38
536,587,26,4,746.21,2984.84
537,743,40,2,71.63,143.26
538,1925,29,3,768.15,2304.45
539,606,33,5,278.99,1394.95
540,1005,21,3,670.89,2012.67
541,838,6,4,676.06,2704.24
542,64,33,4,278.99,1115.96
543,852,17,1,184.12,184.12
544,366,40,1,71.63,71.63
545,1746,48,2,801.86,1603.72
546,1749,45,5,943.3,4716.5
547,1725,1,2,678.86,1357.72
548,1996,7,3,808.49,2425.47
549,781,25,2,451.44,902.88
550,1197,37,4,709.34,2837.36
551,117,5,2,341.83,683.66
552,1711,25,4,451.44,1805.76
553,1580,43,1,858.15,858.15
554,792,23,4,616.52,2466.08
555,1169,30,5,489.74,2448.7
556,1455,30,1,489.74,489.74
557,1783,6,2,676.06,1352.12
558,766,47,1,542.83,542.83
559,1241,26,4,746.21,2984.84
560,111,13,4,499.42,1997.68
561,565,22,1,599.49,599.49
562,467,21,3,670.89,2012.67
563,1277,39,4,547.18,2188.72
564,456,14,4,156.09,624.36
565,1800,8,3,34.17,102.51
566,145,30,1,489.74,489.74
567,1035,35,2,146.98,293.96
568,198,31,2,281.84,563.68
569,1971,41,2,395.57,791.14
570,1156,21,5,670.89,3354.45
571,1413,3,5,662.25,3311.25
572,521,50,4,441.47,1765.88
573,808,4,3,520.29,1560.87
574,409,28,4,841.45,3365.8
575,359,14,1,156.09,156.09
576,1743,14,1,156.09,156.09
577,1184,49,4,493.34,1973.36
578,1217,18,3,469.89,1409.67
579,255,41,2,395.57,791.14
580,1585,6,2,676.06,1352.12
581,553,5,3,341.83,1025.49
582,1940,26,1,746.21,746.21
583,1534,20,4,461.89,1847.56
584,254,27,5,455.56,2277.8
585,1777,14,3,156.09,468.27
586,1781,12,1,202.48,202.48
587,25,6,4,676.06,2704.24
588,26,22,3,599.49,1798.47
589,1089,11,2,460.85,921.7
590,790,23,4,616.52,2466.08
591,836,31,4,281.84,1127.36
592,1938,35,2,146.98,293.96
593,773,45,4,943.3,3773.2
594,914,23,5,616.52,3082.6
595,1017,25,1,451.44,451.44
596,604,36,5,389.19,1945.95
597,626,13,1,499.42,499.42
598,916,47,5,542.83,2714.15
599,1696,40,2,71.63,143.26
600,385,21,3,670.89,2012.67
601,1049,1,2,678.86,1357.72
602,612,30,2,489.74,979.48
603,1766,32,3,716.4,2149.2
604,511,8,4,34.17,136.68
605,1614,17,5,184.12,920.6
606,396,47,1,542.83,542.83
607,1175,29,2,768.15,1536.3
608,702,41,4,395.57,1582.28
609,663,41,5,395.57,1977.85
610,707,7,1,808.49,808.49
611,1851,14,2,156.09,312.18
612,317,27,5,455.56,2277.8
613,857,50,2,441.47,882.94
614,1274,39,4,547.18,2188.72
615,219,14,3,156.09,468.27
616,1330,14,2,156.09,312.18
617,1689,44,5,386.57,1932.85
618,516,1,3,678.86,2036.58
619,897,24,1,432.46,432.46
620,409,20,3,461.89,1385.67
621,1681,33,1,278.99,278.99
622,1943,45,4,943.3,3773.2
623,600,42,4,946.59,3786.36
624,2000,27,4,455.56,1822.24
625,271,23,3,616.52,1849.56
626,1247,35,4,146.98,587.92
627,210,34,3,894.09,2682.27
628,1278,8,2,34.17,68.34
629,1679,30,4,489.74,1958.96
630,1029,24,2,432.46,864.92
631,137,36,5,389.19,1945.95
632,398,11,5,460.85,2304.25
633,1238,28,4,841.45,3365.8
634,154,19,4,256.7,1026.8
635,464,41,3,395.57,1186.71
636,1680,45,5,943.3,4716.5
637,512,7,1,808.49,808.49
638,987,7,1,808.49,808.49
639,116,42,1,946.59,946.59
640,105,40,4,71.63,286.52
641,963,7,4,808.49,3233.96
642,990,48,5,801.86,4009.3
643,989,35,1,146.98,146.98
644,500,41,4,395.57,1582.28
645,1722,33,5,278.99,1394.95
646,393,3,3,662.25,1986.75
647,807,27,2,455.56,911.12
648,981,15,4,893.72,3574.88
649,1637,36,4,389.19,1556.76
650,1182,8,2,34.17,68.34
651,440,31,1,281.84,281.84
652,1827,23,4,616.52,2466.08
653,960,27,4,455.56,1822.24
654,1943,1,3,678.86,2036.58
655,1086,15,5,893.72,4468.6
656,1769,19,3,256.7,770.1
657,324,43,3,858.15,2574.45
658,728,20,4,461.89,1847.56
659,1442,44,2,386.57,773.14
660,1998,1,4,678.86,2715.44
661,962,3,1,662.25,662.25
662,1679,2,2,478.44,956.88
663,1178,24,5,432.46,2162.3
664,219,48,5,801.86,4009.3
665,970,21,3,670.89,2012.67
666,1695,11,5,460.85,2304.25
667,439,28,2,841.45,1682.9
668,1898,36,4,389.19,1556.76
669,1427,13,5,499.42,2497.1
670,956,42,4,946.59,3786.36
671,816,4,5,520.29,2601.45
672,327,28,2,841.45,1682.9
673,1256,41,4,395.57,1582.28
674,1348,47,2,542.83,1085.66
675,900,26,3,746.21,2238.63
676,845,34,2,894.09,1788.18
677,1314,28,2,841.45,1682.9
678,1407,7,2,808.49,1616.98
679,1129,33,1,278.99,278.99
680,1147,41,5,395.57,1977.85
681,782,26,3,746.21,2238.63
682,1533,36,2,389.19,778.38
683,1314,21,2,670.89,1341.78
684,99,6,1,676.06,676.06
685,1742,2,4,478.44,1913.76
686,87,1,5,678.86,3394.3
687,1343,10,1,851.23,851.23
688,1911,40,5,71.63,358.15
689,1284,6,5,676.06,3380.3
690,1935,25,1,451.44,451.44
691,1289,48,2,801.86,1603.72
692,161,30,3,489.74,1469.22
693,1511,12,2,202.48,404.96
694,1095,42,2,946.59,1893.18
695,1199,20,2,461.89,923.78
696,1339,35,2,146.98,293.96
697,1622,47,4,542.83,2171.32
698,1469,50,3,441.47,1324.41
699,1720,43,1,858.15,858.15
700,1353,18,1,469.89,469.89
701,1462,10,1,851.23,851.23
702,1369,41,5,395.57,1977.85
703,1870,7,1,808.49,808.49
704,1266,30,5,489.74,2448.7
705,849,8,1,34.17,34.17
706,1959,10,3,851.23,2553.69
707,400,17,2,184.12,368.24
708,106,6,1,676.06,676.06
709,1853,32,3,716.4,2149.2
710,722,14,4,156.09,624.36
711,1620,7,4,808.49,3233.96
712,1940,2,4,478.44,1913.76
713,1697,5,4,341.83,1367.32
714,49,41,1,395.57,395.57
715,794,14,4,156.09,624.36
716,1022,25,3,451.44,1354.32
717,1070,41,4,395.57,1582.28
718,1487,11,2,460.85,921.7
719,280,20,1,461.89,461.89
720,36,12,5,202.48,1012.4
721,1724,41,5,395.57,1977.85
722,1142,3,1,662.25,662.25
723,1114,22,3,599.49,1798.47
724,915,31,5,281.84,1409.2
725,939,39,5,547.18,2735.9
726,1148,1,2,678.86,1357.72
727,1747,34,3,894.09,2682.27
728,288,8,2,34.17,68.34
729,1222,39,1,547.18,547.18
730,80,35,1,146.98,146.98
731,1074,34,5,894.09,4470.45
732,183,49,2,493.34,986.68
733,269,14,3,156.09,468.27
734,1793,8,2,34.17,68.34
735,81,2,3,478.44,1435.32
736,1468,9,2,984.09,1968.18
737,1114,6,2,676.06,1352.12
738,1828,18,3,469.89,1409.67
739,542,31,2,281.84,563.68
740,602,6,3,676.06,2028.18
741,1649,46,5,755.93,3779.65
742,1206,42,3,946.59,2839.77
743,483,30,4,489.74,1958.96
744,1495,28,5,841.45,4207.25
745,1161,26,2,746.21,1492.42
746,1666,17,2,184.12,368.24
747,908,13,3,499.42,1498.26
748,1800,26,1,746.21,746.21
749,1715,38,5,420.71,2103.55
750,1098,20,2,461.89,923.78
751,1906,14,4,156.09,624.36
752,769,28,4,841.45,3365.8
753,475,28,5,841.45,4207.25
754,975,48,3,801.86,2405.58
755,687,21,5,670.89,3354.45
756,1673,7,5,808.49,4042.45
757,140,25,4,451.44,1805.76
758,1217,13,5,499.42,2497.1
759,1290,23,3,616.52,1849.56
760,257,41,1,395.57,395.57
761,1346,29,2,768.15,1536.3
762,1547,3,5,662.25,3311.25
763,407,17,5,184.12,920.6
764,666,27,3,455.56,1366.68
765,319,39,5,547.18,2735.9
766,194,23,4,616.52,2466.08
767,1500,2,1,478.44,478.44
768,844,12,3,202.48,607.44
769,989,28,2,841.45,1682.9
770,335,23,2,616.52,1233.04
771,446,5,2,341.83,683.66
772,22,43,3,858.15,2574.45
773,917,24,2,432.46,864.92
774,1633,50,3,441.47,1324.41
775,158,8,1,34.17,34.17
776,1876,21,1,670.89,670.89
777,46,46,3,755.93,2267.79
778,1200,14,4,156.09,624.36
779,213,37,3,709.34,2128.02
780,1114,15,5,893.72,4468.6
781,1130,5,4,341.83,1367.32
782,1940,19,5,256.7,1283.5
783,1826,14,5,156.09,780.45
784,1346,14,1,156.09,156.09
785,517,36,3,389.19,1167.57
786,108,46,5,755.93,3779.65
787,1814,43,1,858.15,858.15
788,234,37,4,709.34,2837.36
789,890,44,4,386.57,1546.28
790,667,21,3,670.89,2012.67
791,594,13,2,499.42,998.84
792,1373,4,4,520.29,2081.16
793,823,32,1,716.4,716.4
794,506,18,4,469.89,1879.56
795,1807,8,1,34.17,34.17
796,1165,29,2,768.15,1536.3
797,315,39,3,547.18,1641.54
798,979,38,4,420.71,1682.84
799,1379,16,5,780.63,3903.15
800,1902,2,3,478.44,1435.32
801,1231,2,5,478.44,2392.2
802,1683,1,4,678.86,2715.44
803,481,19,2,256.7,513.4
804,281,26,1,746.21,746.21
805,1344,35,5,146.98,734.9
806,1513,3,3,662.25,1986.75
807,1770,42,1,946.59,946.59
808,848,5,4,341.83,1367.32
809,933,7,4,808.49,3233.96
810,1976,47,3,542.83,1628.49
811,1476,18,3,469.89,1409.67
812,1798,49,3,493.34,1480.02
813,1254,26,1,746.21,746.21
814,961,36,3,389.19,1167.57
